"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"1411","2020/11/06 10:15:04 AM GMT-3","7","Matemática","Cuité","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Raramente","Não","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Excelente","Excelente"
"1414","2020/11/06 10:19:56 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1416","2020/11/06 10:20:51 AM GMT-3","3","Química","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"1419","2020/11/06 10:27:14 AM GMT-3","7","Química","Cuité","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"1421","2020/11/06 10:29:13 AM GMT-3","6","Matemática","Cuité","Sim","Algumas","Bom","Piorou","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Boa","Não sei/Não quero responder"
"1422","2020/11/06 10:29:38 AM GMT-3","3","Matemática","Cuité","Não sei/Não quero responder","Nenhuma","Ruim","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não","Excelente","Bom"
"1429","2020/11/06 10:32:38 AM GMT-3","10","Química","Cuité","Sim","Algumas","Excelente","Não mudou","Melhor","Não afetou","Raramente","Não","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Menos exigentes","Igual","Não","Boa","Bom"
"1433","2020/11/06 10:38:15 AM GMT-3","10","Química","Cuité","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Razoável","Tão exigentes quanto","Maior","Sim","Boa","Excelente"
"1435","2020/11/06 10:40:16 AM GMT-3","2","Matemática","Cuité","Não sei/Não quero responder","Algumas","Bom","Não mudou","Não sei/Não quero responder","Pior","Frequentemente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Razoável","Não sei/Não quero responder","Maior","Não","Regular","Bom"
"1440","2020/11/06 10:50:28 AM GMT-3","1","Ciências Biológicas","Cuité","Sim","Algumas","Bom","Não mudou","Pior","Não afetou","Frequentemente","Sim","Sim","Excelente","Bom","Menos exigentes","Menor","Não","Boa","Bom"
"1441","2020/11/06 10:52:20 AM GMT-3","4","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Não sei/Não quero responder","Menor","Não","Regular","Excelente"
"1443","2020/11/06 10:56:59 AM GMT-3","1","Matemática","Cuité","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Nao","Boa","Bom","Não sei/Não quero responder","Muito maior","Não sei/Não quero responder","Boa","Bom"
"1444","2020/11/06 10:57:07 AM GMT-3","3","Ciências Biológicas","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Boa","Insuficiente","Menos exigentes","Muito maior","Sim","Regular","Bom"
"1446","2020/11/06 10:59:41 AM GMT-3","1","Ciências Biológicas","Cuité","Não","Nenhuma","Razoável","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Boa","Bom"
"1447","2020/11/06 10:59:51 AM GMT-3","4","Enfermagem","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Ruim"
"1452","2020/11/06 11:04:49 AM GMT-3","1","Enfermagem","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1455","2020/11/06 11:12:31 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Ruim","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Bom","Não sei/Não quero responder","Igual","Não","Boa","Bom"
"1461","2020/11/06 11:40:20 AM GMT-3","4","Nutrição","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Regular"
"1462","2020/11/06 11:41:18 AM GMT-3","3","Matemática","Cuité","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Menos exigentes","Muito maior","Não","Regular","Regular"
"1464","2020/11/06 11:43:16 AM GMT-3","4","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Ruim"
"1465","2020/11/06 11:44:33 AM GMT-3","4","Nutrição","Cuité","Não","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Regular","Ruim"
"1466","2020/11/06 11:45:24 AM GMT-3","1","Nutrição","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1468","2020/11/06 11:49:30 AM GMT-3","4","Nutrição","Cuité","Não","Todas","Péssimo","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Razoável","Razoável","Menos exigentes","Muito maior","Sim","Regular","Regular"
"1469","2020/11/06 11:51:16 AM GMT-3","1","Matemática","Cuité","Não sei/Não quero responder","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Nao","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Boa","Regular"
"1470","2020/11/06 11:51:26 AM GMT-3","1","Física","Cuité","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Igual","Não","Regular","Bom"
"1473","2020/11/06 12:03:56 PM GMT-3","1","Ciências Biológicas","Cuité","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Não afetou","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Não sei/Não quero responder"
"1479","2020/11/06 12:21:45 PM GMT-3","5","Matemática","Cuité","Sim","Todas","Razoável","Não mudou","Não sei/Não quero responder","Não afetou","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Excelente","Razoável","Menos exigentes","Maior","Não sei/Não quero responder","Boa","Bom"
"1481","2020/11/06 12:30:54 PM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Nao","Excelente","Excelente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"1482","2020/11/06 12:32:11 PM GMT-3","1","Matemática","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não sei/Não quero responder","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1483","2020/11/06 12:32:58 PM GMT-3","1","Matemática","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Muito menor","Sim","Boa","Bom"
"1485","2020/11/06 12:51:59 PM GMT-3","1","Ciências Biológicas","Cuité","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Boa","Bom"
"1486","2020/11/06 1:06:09 PM GMT-3","1","Ciências Biológicas","Cuité","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Menos exigentes","Igual","Não","Boa","Bom"
"1488","2020/11/06 1:07:22 PM GMT-3","10","Matemática","Cuité","Não","Não sei/Não quero responder","Razoável","Piorou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Sim","Boa","Bom","Mais exigentes","Maior","Não","Boa","Bom"
"1490","2020/11/06 1:39:43 PM GMT-3","1","Física","Cuité","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Muito maior","Sim","Regular","Bom"
"1491","2020/11/06 2:04:03 PM GMT-3","7","Física","Cuité","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"1492","2020/11/06 2:19:08 PM GMT-3","6","Ciências Biológicas","Cuité","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Menos exigentes","Menor","Não","Boa","Bom"
"1494","2020/11/06 2:27:42 PM GMT-3","9","Matemática","Cuité","Não","Algumas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Nao","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Boa","Bom"
"1499","2020/11/06 2:55:55 PM GMT-3","8","Enfermagem","Cuité","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Sim","Ruim","Bom"
"1503","2020/11/06 3:12:29 PM GMT-3","1","Enfermagem","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Bom"
"1505","2020/11/06 3:33:52 PM GMT-3","2","Enfermagem","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"1508","2020/11/06 3:42:09 PM GMT-3","1","Ciência da Computação","Cuité","Sim","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Regular"
"1509","2020/11/06 4:04:17 PM GMT-3","1","Nutrição","Cuité","Sim","Todas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Regular","Regular"
"1514","2020/11/06 5:27:00 PM GMT-3","1","Nutrição","Cuité","Não","Todas","Bom","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Não","Boa","Bom"
"1517","2020/11/06 6:12:03 PM GMT-3","1","Matemática","Cuité","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Não sei/Não quero responder","Excelente"
"1519","2020/11/06 6:55:14 PM GMT-3","1","Matemática","Cuité","Não sei/Não quero responder","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não","Boa","Não sei/Não quero responder"
"1524","2020/11/06 8:44:05 PM GMT-3","4","Matemática","Cuité","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Maior","Sim","Regular","Regular"
"1531","2020/11/06 10:29:02 PM GMT-3","1","Matemática","Cuité","Não","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"1535","2020/11/07 12:36:18 AM GMT-3","3","Matemática","Cuité","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"1539","2020/11/07 9:30:23 AM GMT-3","4","Matemática","Cuité","Não","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Muito maior","Sim","Boa","Excelente"
"1540","2020/11/07 11:10:57 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Não","Regular","Ruim"
"1541","2020/11/07 11:29:31 AM GMT-3","5","Matemática","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Sim","Regular","Regular"
"1542","2020/11/07 11:30:43 AM GMT-3","3","Física","Cuité","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Razoável","Não sei/Não quero responder","Igual","Não sei/Não quero responder","Regular","Regular"
"1543","2020/11/07 11:31:40 AM GMT-3","5","Química","Cuité","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Péssima","Bom"
"1545","2020/11/07 11:45:54 AM GMT-3","3","Matemática","Cuité","Não sei/Não quero responder","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Não sei/Não quero responder","Sim","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom"
"1546","2020/11/07 12:05:35 PM GMT-3","1","Física","Cuité","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Bom"
"1547","2020/11/07 12:30:58 PM GMT-3","3","Física","Cuité","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Excelente"
"1558","2020/11/07 9:52:43 PM GMT-3","10","Matemática","Cuité","Sim","Todas","Excelente","Melhorou","Melhor","Não afetou","Raramente","Não","Nao","Excelente","Razoável","Tão exigentes quanto","Igual","Não","Excelente","Não sei/Não quero responder"
"1560","2020/11/08 7:25:48 AM GMT-3","9","Matemática","Cuité","Não sei/Não quero responder","Nenhuma","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Regular"
"1563","2020/11/09 7:55:12 AM GMT-3","10","Matemática","Cuité","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Sim","Razoável","Inexistente","Tão exigentes quanto","Maior","Sim","Boa","Excelente"
"1565","2020/11/09 11:35:24 AM GMT-3","5","Farmácia","Cuité","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"1566","2020/11/09 12:12:41 PM GMT-3","2","Farmácia","Cuité","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Nao","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Regular","Ruim"
