"","data","Período","Curso","Campus","Você.acredita.que.as.vagas.ofertadas.no.RAE.foram.suficientes.","Com.relação.às.disciplinas.que.queria.cursar..você.conseguiu.se.matricular.em.","No.geral..você.acha.o.RAE.","Você.acredita.que.o.seu.desempenho.no.RAE..em.comparação.com.o.presencial.","Na.sua.opinião..a.qualidade.do.ensino.no.RAE..em.comparação.com.o.presencial..é.","Você.acredita.que.o.RAE.afetou.sua.saúde.mental.para.","No.que.diz.respeito.a.dificuldades.técnicas..queda.de.internet.ou.energia..indisponibilidade.de.equipamento.etc...você.passa.por.elas.","Na.sua.opinião..os.professores.são.tolerantes.com.imprevistos.que.impossibilitem.a.realização.de.atividades.","No.geral..você.acha.que.essas.dificuldades.prejudicam.o.seu.desempenho.","Em.geral..você.acha.que.a.atuação.dos.professores.no.RAE.é.está.sendo.","Na.sua.experiência..o.atendimento.individual.dos.professores.aos.alunos.está.sendo.","Na.sua.opinião..em.comparação.com.o.regime.presencial..no.RAE.os.professores.estão.","No.geral..em.comparação.com.o.regime.presencial..você.acha.que.o.volume.de.atividades.exigidas.no.RAE.é.","Você.julga.esse.volume.de.atividades.abusivo.","Como.você.avalia.a.atuação.da.UFCG.diante.da.pandemia.","Como.você.avalia.o.desempenho.da.coordenação.do.seu.curso.no.atendimento.e.suporte.aos.estudantes.no.RAE."
"456","2020/11/04 9:37:58 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não","Péssima","Bom"
"457","2020/11/04 9:49:53 PM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Ruim","Bom","Não sei/Não quero responder","Muito maior","Sim","Boa","Bom"
"458","2020/11/04 10:09:30 PM GMT-3","9","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Não sei/Não quero responder","Melhor","Raramente","Sim","Nao","Excelente","Razoável","Tão exigentes quanto","Muito maior","Não sei/Não quero responder","Boa","Bom"
"459","2020/11/04 10:11:32 PM GMT-3","2","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Boa","Não sei/Não quero responder","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"460","2020/11/04 10:21:58 PM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Não afetou","Raramente","Sim","Nao","Boa","Bom","Menos exigentes","Maior","Não","Regular","Excelente"
"461","2020/11/04 10:22:52 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Pior","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Muito maior","Sim","Péssima","Excelente"
"462","2020/11/04 10:27:16 PM GMT-3","1","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Todas","Excelente","Melhorou","Pior","Melhor","Frequentemente","Sim","Sim","Excelente","Excelente","Menos exigentes","Igual","Não","Boa","Excelente"
"463","2020/11/04 10:33:40 PM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Todas","Excelente","Melhorou","Melhor","Melhor","Raramente","Não sei/Não quero responder","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Igual","Não","Regular","Bom"
"464","2020/11/04 10:49:25 PM GMT-3","10","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Igual","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"465","2020/11/04 11:29:26 PM GMT-3","8","Ciência da Computação","Campina Grande","Sim","Todas","Excelente","Não mudou","Melhor","Melhor","Nunca","Sim","Não passo por essas dificuldades","Boa","Excelente","Tão exigentes quanto","Igual","Não","Boa","Bom"
"466","2020/11/04 11:46:16 PM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Ruim","Razoável","Menos exigentes","Igual","Não","Regular","Ruim"
"467","2020/11/04 11:49:22 PM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não sei/Não quero responder","Pior","Não afetou","Nunca","Sim","Nao","Boa","Bom","Tão exigentes quanto","Menor","Não","Excelente","Bom"
"468","2020/11/04 11:51:46 PM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Não sei/Não quero responder","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Razoável","Inexistente","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Bom"
"469","2020/11/04 11:59:26 PM GMT-3","3","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Pior","Raramente","Sim","Sim","Excelente","Excelente","Menos exigentes","Menor","Não","Ruim","Excelente"
"470","2020/11/05 12:01:30 AM GMT-3","2","Ciência da Computação","Campina Grande","Sim","Algumas","Bom","Não mudou","Igual","Pior","Nunca","Sim","Sim","Boa","Bom","Mais exigentes","Maior","Não","Boa","Excelente"
"472","2020/11/05 12:17:10 AM GMT-3","5","Ciência da Computação","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Razoável","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"473","2020/11/05 12:17:28 AM GMT-3","2","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Pior","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Menos exigentes","Igual","Não","Boa","Excelente"
"474","2020/11/05 12:35:18 AM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Nunca","Sim","Nao","Boa","Razoável","Mais exigentes","Maior","Não","Boa","Excelente"
"475","2020/11/05 12:38:14 AM GMT-3","5","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Melhorou","Pior","Melhor","Nunca","Não","Sim","Péssima","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"476","2020/11/05 12:39:00 AM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Algumas","Bom","Melhorou","Melhor","Não afetou","Raramente","Sim","Nao","Razoável","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Ruim","Bom"
"477","2020/11/05 1:00:30 AM GMT-3","10","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Piorou","Não sei/Não quero responder","Pior","Nunca","Sim","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Tão exigentes quanto","Maior","Não sei/Não quero responder","Péssima","Bom"
"478","2020/11/05 1:00:35 AM GMT-3","2","Ciência da Computação","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Não afetou","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Bom"
"479","2020/11/05 1:06:38 AM GMT-3","6","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"480","2020/11/05 1:09:33 AM GMT-3","1","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Não sei/Não quero responder","Pior","Não afetou","Nunca","Não","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"481","2020/11/05 1:13:03 AM GMT-3","2","Ciência da Computação","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Nao","Razoável","Razoável","Menos exigentes","Igual","Não","Ruim","Regular"
"482","2020/11/05 2:59:49 AM GMT-3","5","Ciência da Computação","Campina Grande","Sim","Algumas","Bom","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Não","Regular","Excelente"
"483","2020/11/05 3:00:11 AM GMT-3","4","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Não passo por essas dificuldades","Boa","Razoável","Menos exigentes","Muito maior","Não sei/Não quero responder","Boa","Bom"
"485","2020/11/05 6:59:44 AM GMT-3","5","Ciência da Computação","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Ruim","Excelente"
"487","2020/11/05 7:22:41 AM GMT-3","9","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não","Péssima","Bom"
"488","2020/11/05 7:31:03 AM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Ruim","Bom"
"489","2020/11/05 8:05:57 AM GMT-3","3","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Frequentemente","Sim","Nao","Boa","Insuficiente","Menos exigentes","Maior","Não","Ruim","Excelente"
"490","2020/11/05 8:08:01 AM GMT-3","6","Ciência da Computação","Campina Grande","Sim","Algumas","Razoável","Não mudou","Pior","Não afetou","Raramente","Não","Nao","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"491","2020/11/05 8:14:07 AM GMT-3","1","Ciência da Computação","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Ruim","Bom","Menos exigentes","Menor","Não","Regular","Bom"
"492","2020/11/05 8:57:17 AM GMT-3","2","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Pior","Raramente","Não","Sim","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Péssima","Excelente"
"493","2020/11/05 9:26:37 AM GMT-3","2","Ciência da Computação","Campina Grande","Não","Algumas","Bom","Melhorou","Melhor","Melhor","Raramente","Sim","Sim","Razoável","Excelente","Menos exigentes","Muito maior","Sim","Regular","Excelente"
"495","2020/11/05 9:35:57 AM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Não sei/Não quero responder","Nunca","Sim","Não sei/Não quero responder","Ruim","Insuficiente","Mais exigentes","Muito maior","Sim","Regular","Regular"
"496","2020/11/05 9:38:31 AM GMT-3","1","Ciências Sociais","Campina Grande","Não","Algumas","Bom","Não sei/Não quero responder","Igual","Pior","Frequentemente","Não sei/Não quero responder","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Bom"
"498","2020/11/05 9:40:03 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Não sei/Não quero responder","Muito maior","Sim","Péssima","Péssimo"
"499","2020/11/05 9:40:51 AM GMT-3","6","Administração","Campina Grande","Sim","Todas","Bom","Melhorou","Pior","Pior","Nunca","Sim","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Excelente"
"503","2020/11/05 9:43:27 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Nunca","Sim","Não passo por essas dificuldades","Ruim","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"505","2020/11/05 9:45:26 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Excelente","Melhorou","Melhor","Não afetou","Raramente","Não","Nao","Boa","Não sei/Não quero responder","Não sei/Não quero responder","Maior","Não sei/Não quero responder","Regular","Ruim"
"506","2020/11/05 9:45:44 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Boa","Bom","Tão exigentes quanto","Maior","Não","Ruim","Péssimo"
"508","2020/11/05 9:46:43 AM GMT-3","6","Administração","Campina Grande","Sim","Todas","Bom","Não mudou","Não sei/Não quero responder","Não sei/Não quero responder","Raramente","Sim","Não passo por essas dificuldades","Boa","Bom","Mais exigentes","Maior","Não sei/Não quero responder","Boa","Excelente"
"510","2020/11/05 9:47:04 AM GMT-3","1","Engenharia de Produção","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Pior","Frequentemente","Sim","Sim","Excelente","Bom","Menos exigentes","Igual","Não","Regular","Bom"
"511","2020/11/05 9:47:09 AM GMT-3","2","Medicina","Campina Grande","Não","Todas","Razoável","Não mudou","Igual","Pior","Frequentemente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Maior","Não","Péssima","Péssimo"
"512","2020/11/05 9:47:18 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Razoável","Não mudou","Igual","Pior","Nunca","Não","Não passo por essas dificuldades","Boa","Insuficiente","Tão exigentes quanto","Muito maior","Sim","Péssima","Péssimo"
"514","2020/11/05 9:47:46 AM GMT-3","2","Psicologia","Campina Grande","Não","Algumas","Bom","Piorou","Pior","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Bom","Menos exigentes","Menor","Não sei/Não quero responder","Regular","Bom"
"515","2020/11/05 9:50:45 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Razoável","Melhorou","Melhor","Não afetou","Nunca","Não","Não passo por essas dificuldades","Ruim","Insuficiente","Tão exigentes quanto","Maior","Não sei/Não quero responder","Péssima","Péssimo"
"516","2020/11/05 9:52:14 AM GMT-3","2","Medicina","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Razoável","Bom","Menos exigentes","Menor","Não","Ruim","Regular"
"517","2020/11/05 9:54:08 AM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Excelente","Melhorou","Melhor","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Ruim"
"518","2020/11/05 9:55:18 AM GMT-3","5","Administração","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"519","2020/11/05 9:55:38 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Maior","Sim","Péssima","Bom"
"520","2020/11/05 9:56:20 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Pior","Raramente","Não sei/Não quero responder","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"521","2020/11/05 9:56:48 AM GMT-3","6","Administração","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Nunca","Não","Sim","Excelente","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"522","2020/11/05 9:57:01 AM GMT-3","1","Matemática","Campina Grande","Sim","Algumas","Excelente","Melhorou","Igual","Não afetou","Frequentemente","Sim","Sim","Excelente","Bom","Não sei/Não quero responder","Igual","Não","Excelente","Excelente"
"524","2020/11/05 9:58:00 AM GMT-3","8","Administração","Campina Grande","Sim","Todas","Ruim","Piorou","Pior","Não afetou","Raramente","Sim","Nao","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"525","2020/11/05 9:58:18 AM GMT-3","1","Letras","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Frequentemente","Sim","Sim","Razoável","Excelente","Mais exigentes","Maior","Não","Ruim","Bom"
"526","2020/11/05 9:58:54 AM GMT-3","1","Engenharia Civil","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Não","Não sei/Não quero responder","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"527","2020/11/05 9:59:35 AM GMT-3","3","Administração","Campina Grande","Não","Todas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Bom","Não sei/Não quero responder","Muito maior","Não sei/Não quero responder","Regular","Excelente"
"528","2020/11/05 10:01:46 AM GMT-3","7","Matemática","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Ruim","Bom"
"529","2020/11/05 10:02:20 AM GMT-3","3","Geografia","Campina Grande","Sim","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Regular","Regular"
"530","2020/11/05 10:02:50 AM GMT-3","7","Administração","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Não","Não passo por essas dificuldades","Razoável","Razoável","Não sei/Não quero responder","Muito maior","Sim","Boa","Excelente"
"531","2020/11/05 10:03:25 AM GMT-3","3","Administração","Campina Grande","Não","Todas","Razoável","Não mudou","Pior","Não afetou","Nunca","Sim","Não passo por essas dificuldades","Razoável","Não sei/Não quero responder","Mais exigentes","Muito maior","Sim","Regular","Não sei/Não quero responder"
"535","2020/11/05 10:04:47 AM GMT-3","1","Ciência da Computação","Campina Grande","Não sei/Não quero responder","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não","Regular","Bom"
"536","2020/11/05 10:05:31 AM GMT-3","8","Administração","Campina Grande","Sim","Algumas","Bom","Melhorou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"537","2020/11/05 10:05:35 AM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Igual","Não","Ruim","Péssimo"
"538","2020/11/05 10:05:47 AM GMT-3","5","História","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Péssima","Bom","Não sei/Não quero responder","Igual","Não","Péssima","Excelente"
"539","2020/11/05 10:05:58 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Pior","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Igual","Não","Ruim","Regular"
"540","2020/11/05 10:07:16 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Pior","Raramente","Sim","Sim","Razoável","Insuficiente","Menos exigentes","Maior","Sim","Péssima","Bom"
"541","2020/11/05 10:07:59 AM GMT-3","1","Medicina","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Insuficiente","Tão exigentes quanto","Igual","Não","Péssima","Ruim"
"542","2020/11/05 10:09:02 AM GMT-3","5","Medicina","Campina Grande","Não sei/Não quero responder","Todas","Bom","Melhorou","Igual","Não afetou","Raramente","Não sei/Não quero responder","Não sei/Não quero responder","Boa","Bom","Tão exigentes quanto","Maior","Não","Péssima","Péssimo"
"543","2020/11/05 10:09:42 AM GMT-3","5","Medicina","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Não passo por essas dificuldades","Boa","Insuficiente","Menos exigentes","Menor","Não","Péssima","Péssimo"
"544","2020/11/05 10:09:52 AM GMT-3","5","Medicina","Campina Grande","Não","Todas","Razoável","Piorou","Não sei/Não quero responder","Não afetou","Raramente","Não","Não sei/Não quero responder","Razoável","Não sei/Não quero responder","Tão exigentes quanto","Igual","Não","Ruim","Bom"
"545","2020/11/05 10:10:08 AM GMT-3","5","Medicina","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Sim","Razoável","Razoável","Não sei/Não quero responder","Muito maior","Não","Péssima","Péssimo"
"546","2020/11/05 10:10:52 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Razoável","Não mudou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Maior","Não sei/Não quero responder","Regular","Bom"
"547","2020/11/05 10:10:52 AM GMT-3","5","Medicina","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Não afetou","Raramente","Não","Nao","Razoável","Bom","Tão exigentes quanto","Maior","Sim","Ruim","Ruim"
"548","2020/11/05 10:13:36 AM GMT-3","2","Psicologia","Campina Grande","Não","Algumas","Péssimo","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Maior","Não sei/Não quero responder","Péssima","Bom"
"549","2020/11/05 10:18:18 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Bom","Piorou","Igual","Pior","Nunca","Sim","Não passo por essas dificuldades","Razoável","Razoável","Tão exigentes quanto","Maior","Sim","Regular","Regular"
"550","2020/11/05 10:18:42 AM GMT-3","6","Administração","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Pior","Frequentemente","Sim","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Boa","Bom"
"552","2020/11/05 10:21:58 AM GMT-3","6","Administração","Campina Grande","Sim","Algumas","Ruim","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Bom","Mais exigentes","Muito maior","Sim","Regular","Bom"
"554","2020/11/05 10:22:42 AM GMT-3","5","Engenharia Civil","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Não sei/Não quero responder","Regular","Regular"
"555","2020/11/05 10:23:33 AM GMT-3","4","Administração","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Não afetou","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"559","2020/11/05 10:26:35 AM GMT-3","1","Engenharia Civil","Campina Grande","Não","Algumas","Bom","Não mudou","Igual","Não afetou","Raramente","Sim","Nao","Boa","Razoável","Tão exigentes quanto","Muito maior","Não","Boa","Excelente"
"560","2020/11/05 10:28:14 AM GMT-3","1","Engenharia Química","Campina Grande","Não","Algumas","Razoável","Não mudou","Igual","Não afetou","Frequentemente","Sim","Nao","Boa","Inexistente","Menos exigentes","Menor","Não","Regular","Bom"
"563","2020/11/05 10:28:46 AM GMT-3","1","Psicologia","Campina Grande","Não","Todas","Excelente","Melhorou","Melhor","Melhor","Nunca","Não","Não passo por essas dificuldades","Boa","Excelente","Mais exigentes","Maior","Não","Péssima","Regular"
"570","2020/11/05 10:31:37 AM GMT-3","3","Administração","Campina Grande","Não","Algumas","Bom","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Excelente","Menos exigentes","Maior","Sim","Regular","Excelente"
"574","2020/11/05 10:32:27 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Pior","Raramente","Sim","Nao","Razoável","Excelente","Mais exigentes","Muito maior","Sim","Regular","Bom"
"575","2020/11/05 10:32:38 AM GMT-3","9","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Melhorou","Igual","Não afetou","Nunca","Não","Sim","Boa","Bom","Mais exigentes","Muito maior","Sim","Regular","Excelente"
"577","2020/11/05 10:34:51 AM GMT-3","1","Design","Campina Grande","Sim","Algumas","Bom","Não mudou","Não sei/Não quero responder","Pior","Raramente","Sim","Não sei/Não quero responder","Boa","Insuficiente","Não sei/Não quero responder","Não sei/Não quero responder","Não","Boa","Não sei/Não quero responder"
"585","2020/11/05 10:41:30 AM GMT-3","7","Administração","Campina Grande","Sim","Todas","Bom","Não mudou","Igual","Não sei/Não quero responder","Raramente","Sim","Nao","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Boa","Bom"
"588","2020/11/05 10:43:29 AM GMT-3","7","Ciência da Computação","Campina Grande","Sim","Todas","Excelente","Melhorou","Igual","Melhor","Nunca","Sim","Não passo por essas dificuldades","Excelente","Bom","Menos exigentes","Maior","Não","Boa","Excelente"
"601","2020/11/05 10:52:43 AM GMT-3","1","Engenharia de Produção","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Muito maior","Sim","Péssima","Péssimo"
"610","2020/11/05 11:00:36 AM GMT-3","8","Administração","Campina Grande","Sim","Todas","Ruim","Não mudou","Pior","Pior","Frequentemente","Sim","Sim","Boa","Razoável","Mais exigentes","Muito maior","Sim","Regular","Regular"
"611","2020/11/05 11:00:47 AM GMT-3","6","Ciências Sociais","Campina Grande","Sim","Algumas","Bom","Não mudou","Pior","Melhor","Frequentemente","Sim","Sim","Boa","Razoável","Tão exigentes quanto","Muito maior","Não","Regular","Bom"
"612","2020/11/05 11:02:23 AM GMT-3","1","Medicina","Campina Grande","Não sei/Não quero responder","Todas","Razoável","Não mudou","Pior","Não afetou","Frequentemente","Não","Sim","Razoável","Inexistente","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"616","2020/11/05 11:05:05 AM GMT-3","7","Ciências Sociais","Campina Grande","Sim","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Menos exigentes","Menor","Não","Regular","Bom"
"637","2020/11/05 11:25:55 AM GMT-3","1","Engenharia Civil","Campina Grande","Não","Todas","Razoável","Não sei/Não quero responder","Não sei/Não quero responder","Não afetou","Nunca","Não sei/Não quero responder","Não passo por essas dificuldades","Boa","Razoável","Menos exigentes","Maior","Sim","Regular","Excelente"
"641","2020/11/05 11:33:44 AM GMT-3","7","Ciências Sociais","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Frequentemente","Sim","Sim","Razoável","Razoável","Tão exigentes quanto","Igual","Não","Regular","Regular"
"642","2020/11/05 11:36:59 AM GMT-3","2","Arquitetura e Urbanismo","Campina Grande","Não","Algumas","Ruim","Piorou","Pior","Pior","Raramente","Sim","Sim","Razoável","Bom","Mais exigentes","Maior","Não","Regular","Bom"
"644","2020/11/05 11:38:09 AM GMT-3","8","Ciência da Computação","Campina Grande","Sim","Todas","Bom","Não mudou","Pior","Não afetou","Raramente","Não sei/Não quero responder","Não passo por essas dificuldades","Boa","Não sei/Não quero responder","Mais exigentes","Maior","Não","Péssima","Não sei/Não quero responder"
"649","2020/11/05 11:45:09 AM GMT-3","5","Meteorologia","Campina Grande","Não","Algumas","Razoável","Melhorou","Igual","Não sei/Não quero responder","Frequentemente","Não","Sim","Ruim","Inexistente","Mais exigentes","Maior","Sim","Péssima","Péssimo"
"651","2020/11/05 11:49:08 AM GMT-3","3","Design","Campina Grande","Não","Algumas","Razoável","Não sei/Não quero responder","Pior","Não sei/Não quero responder","Raramente","Sim","Sim","Boa","Razoável","Mais exigentes","Maior","Sim","Péssima","Bom"
"652","2020/11/05 11:50:32 AM GMT-3","5","Matemática","Campina Grande","Sim","Todas","Razoável","Não mudou","Igual","Não afetou","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Não","Regular","Bom"
"653","2020/11/05 11:52:08 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Péssimo","Não mudou","Pior","Pior","Raramente","Não","Sim","Razoável","Insuficiente","Mais exigentes","Muito maior","Sim","Ruim","Regular"
"654","2020/11/05 11:52:38 AM GMT-3","10","Psicologia","Campina Grande","Não","Algumas","Razoável","Piorou","Pior","Pior","Raramente","Sim","Sim","Boa","Bom","Tão exigentes quanto","Maior","Sim","Regular","Bom"
"656","2020/11/05 11:53:35 AM GMT-3","5","Administração","Campina Grande","Sim","Todas","Péssimo","Piorou","Pior","Pior","Frequentemente","Não sei/Não quero responder","Sim","Razoável","Razoável","Mais exigentes","Muito maior","Sim","Péssima","Regular"
